Governo do Estado do Rio de Janeiro
Secretaria de Estado de Fazenda
Subsecretaria de Politica Fiscal
Transparência Fiscal
Receitas entre 01/01/2017 e 01/08/2026
"Posição";"Poder";"Nome Poder";"Categoria Economica";"Nome Categoria Economica";"Receita por Fonte";"Nome Receita por Fonte";"Receita por Sub Fonte";"Nome Receita por SubFonte";"Rubrica";"Nome Rubrica";"Alinea";"Nome Alinea";"Sub Alinea";"Nome Sub Alinea";"Gestão";"Nome Gestão";"Órgão";"Nome Órgão";"UG";"Nome UG";"Fonte de Recursos";"Nome Fonte de Recursos";"Valor Previsão Inicial";"Valor Previsão Atualizada";"Valor Receita a Realizar";"Valor Receita Realizada"
"12/2024";"3";"Judiciário";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"169";"Outros Serviços";"1699";"Outros Serviços";"169999";"Outros Serviços";"16999901";"Outros Serviços - Principal";"00007";"";"03";"Tribunal de Justiça";"036200";"FUNDO ESPECIAL ESCOLA DE MAGISTRATURA RJ";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";0;0;-21084,52;21084,52
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"169";"Outros Serviços";"1699";"Outros Serviços";"169999";"Outros Serviços";"16999901";"Outros Serviços - Principal";"00004";"";"53";"Secretaria de Estado de Infraestrutura e Obras Públicas";"044100";"FUNDAÇÃO DEPARTAMENTO DE ESTRADAS DE RODAGEM DO EST. RJ";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";1293147;1293147;-485800,35;1778947,35
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"169";"Outros Serviços";"1699";"Outros Serviços";"169999";"Outros Serviços";"16999901";"Outros Serviços - Principal";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação";"124100";"FUND CENTRO EST ESTAT  PESQ E FORM SERVID PUB";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";1440000;1440000;1440000;0
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"169";"Outros Serviços";"1699";"Outros Serviços";"169999";"Outros Serviços";"16999901";"Outros Serviços - Principal";"00004";"";"15";"Secretaria de Estado de Cultura e Economia Criativa";"154400";"FUNDACAO MUSEU DA IMAGEM E DO SOM";"501";"Outros Recursos não Vinculados";27000;27000;27000;0
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"169";"Outros Serviços";"1699";"Outros Serviços";"169999";"Outros Serviços";"16999901";"Outros Serviços - Principal";"00004";"";"15";"Secretaria de Estado de Cultura e Economia Criativa";"154400";"FUNDACAO MUSEU DA IMAGEM E DO SOM";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";27000;27000;27000;0
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"17";"Transferências Correntes";"171";"Transferências da União e de suas Entidades";"1711";"Transferências Decorrentes de Participação na Receita da União";"171150";"Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal";"17115001";"Cota-Parte FPE - Fundo de Participação dos Es";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"800";"Recursos Vinculados ao RPPS - Fundo em Capitalização (Plano Previdenciário)";2734404213;3299816997,18;701068,46;3299115928,72
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"17";"Transferências Correntes";"171";"Transferências da União e de suas Entidades";"1711";"Transferências Decorrentes de Participação na Receita da União";"171150";"Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal";"17115001";"Cota-Parte FPE - Fundo de Participação dos Es";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"500";"Recursos não Vinculados de Impostos";2734404213;3299816997,18;701068,46;3299115928,72
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"17";"Transferências Correntes";"171";"Transferências da União e de suas Entidades";"1713";"Transferências de Recursos do Sistema Único de Saúde ¿ SUS ";"171350";"Transf Rec do SUS-Repasses Fundo a Fundo-Bloco Manut Ações e Serv Públicos Saúde";"17135031";"Transferência de Recursos do SUS ¿ Vigilância";"00007";"";"29";"Secretaria de Estado de Saúde";"296100";"FUNDO ESTADUAL DE SAUDE - FES";"700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União";30293688;30293688;-26798612,28;57092300,28
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"17";"Transferências Correntes";"171";"Transferências da União e de suas Entidades";"1713";"Transferências de Recursos do Sistema Único de Saúde ¿ SUS ";"171350";"Transf Rec do SUS-Repasses Fundo a Fundo-Bloco Manut Ações e Serv Públicos Saúde";"17135041";"Transferência de Recursos do SUS ¿ Assistênci";"00007";"";"29";"Secretaria de Estado de Saúde";"296100";"FUNDO ESTADUAL DE SAUDE - FES";"500";"Recursos não Vinculados de Impostos";18000000;18000000;-27208247,16;45208247,16
"12/2024";"4";"Ministério Público";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"136";"Cessão de Direitos";"1361";"Cessão de Direitos";"136101";"Cessão do Direito de Operacionalização de Pagamentos";"13610111";"Cessão do Direito de Operacionalização de Pag";"00007";"";"10";"Ministério Público";"106100";"FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ERJ";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";0;0;-9211232,28;9211232,28
"12/2024";"4";"Ministério Público";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"136";"Cessão de Direitos";"1361";"Cessão de Direitos";"136101";"Cessão do Direito de Operacionalização de Pagamentos";"13610111";"Cessão do Direito de Operacionalização de Pag";"00007";"";"10";"Ministério Público";"106100";"FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ERJ";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";0;0;-9211232,28;9211232,28
"12/2024";"3";"Judiciário";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"136";"Cessão de Direitos";"1361";"Cessão de Direitos";"136101";"Cessão do Direito de Operacionalização de Pagamentos";"13610111";"Cessão do Direito de Operacionalização de Pag";"00007";"";"03";"Tribunal de Justiça";"036100";"FUNDO ESPECIAL DO TRIBUNAL DE JUSTICA";"501";"Outros Recursos não Vinculados";0;0;-25860000;25860000
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Principal";"00006";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"227100";"COMPANHIA DE DESENV INDUSTRIAL DO EST.DO RJ";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";1992;1992;1992;0
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Principal";"00006";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"227100";"COMPANHIA DE DESENV INDUSTRIAL DO EST.DO RJ";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";1992;1992;1992;0
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Principal";"00003";"";"14";"Secretaria de Estado da Casa Civil";"263100";"DEPARTAMENTO DE TRANSITO DO RIO DE JANEIRO";"552";"Transferências de Recursos do FNDE referentes ao Programa Nacional de Alimentaçã";0;0;-3330,74;3330,74
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Principal";"00003";"";"14";"Secretaria de Estado da Casa Civil";"263100";"DEPARTAMENTO DE TRANSITO DO RIO DE JANEIRO";"752";"Recursos Vinculados ao Trânsito";0;0;-3330,74;3330,74
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Centro de Estud";"00001";"";"09";"Procuradoria Geral do Estado";"090100";"PGE - PROCURADORIA GERAL DO ESTADO";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";126525575;126525575;-48167019,72;174692594,72
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00003";"";"30";"Secretaria de Estado de Trabalho e Renda";"053100";"INSTITUTO DE PESOS E MEDIDAS DO RJ";"500";"Recursos não Vinculados de Impostos";0;0;-12373,6;12373,6
"12/2024";"3";"Judiciário";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00001";"";"03";"Tribunal de Justiça";"030100";"TRIBUNAL DE JUSTICA";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";0;0;-26888964,08;26888964,08
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00007";"";"24";"Secretaria de Estado do Ambiente e Sustentabilidade";"246300";"FUNDO ESTADUAL DE RECURSOS HIDRICOS";"501";"Outros Recursos não Vinculados";0;0;-248895,97;248895,97
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00007";"";"24";"Secretaria de Estado do Ambiente e Sustentabilidade";"246300";"FUNDO ESTADUAL DE RECURSOS HIDRICOS";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;0;-248895,97;248895,97
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00004";"";"29";"Secretaria de Estado de Saúde";"294200";"FUNDACAO SAUDE DO ESTADO DO RIO DE JANEIRO";"599";"Outros Recursos Vinculados à Educação";0;0;-1082,47;1082,47
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00006";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"227100";"COMPANHIA DE DESENV INDUSTRIAL DO EST.DO RJ";"501";"Outros Recursos não Vinculados";0;0;-16511,2;16511,2
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00003";"";"24";"Secretaria de Estado do Ambiente e Sustentabilidade";"243200";"INSTITUTO ESTADUAL DO AMBIENTE";"753";"Recursos provenientes de taxas e contribuições";0;0;-87,78;87,78
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00003";"";"29";"Secretaria de Estado de Saúde";"293100";"INSTITUTO DE ASSIST.DOS SERV. DO ESTADO DO RJ";"501";"Outros Recursos não Vinculados";0;0;-1177808,67;1177808,67
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00003";"";"29";"Secretaria de Estado de Saúde";"293100";"INSTITUTO DE ASSIST.DOS SERV. DO ESTADO DO RJ";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";0;0;-1177808,67;1177808,67
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação";"404300";"FUNDACAO UNIV. DO EST. RIO DE JANEIRO";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";0;0;-72585,49;72585,49
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação";"404300";"FUNDACAO UNIV. DO EST. RIO DE JANEIRO";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;0;-72585,49;72585,49
"12/2024";"3";"Judiciário";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00007";"";"03";"Tribunal de Justiça";"036200";"FUNDO ESPECIAL ESCOLA DE MAGISTRATURA RJ";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";0;0;-2291,66;2291,66
"12/2024";"3";"Judiciário";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00007";"";"03";"Tribunal de Justiça";"036100";"FUNDO ESPECIAL DO TRIBUNAL DE JUSTICA";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";674977000;674977000;174190019,8;500786980,2
"12/2024";"3";"Judiciário";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00007";"";"03";"Tribunal de Justiça";"036100";"FUNDO ESPECIAL DO TRIBUNAL DE JUSTICA";"660";"Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS";0;0;-5733144,61;5733144,61
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00007";"";"09";"Procuradoria Geral do Estado";"096100";"FUNDO ESPECIAL DA PROCURADORIA GERAL DO ERJ";"501";"Outros Recursos não Vinculados";0;0;-436016,62;436016,62
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00007";"";"09";"Procuradoria Geral do Estado";"096100";"FUNDO ESPECIAL DA PROCURADORIA GERAL DO ERJ";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";0;0;-436016,62;436016,62
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00007";"";"09";"Procuradoria Geral do Estado";"096100";"FUNDO ESPECIAL DA PROCURADORIA GERAL DO ERJ";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;0;-436016,62;436016,62
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00007";"";"51";"Secretaria de Estado de Polícia Militar";"266500";"FUNDO DA POLICIA MILITAR DO ERJ";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";10405212;10405212;-4417161,05;14822373,05
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00007";"";"51";"Secretaria de Estado de Polícia Militar";"266500";"FUNDO DA POLICIA MILITAR DO ERJ";"602";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";0;0;-584154,74;584154,74
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999921";"Outras Receitas - Primárias - Demais Receitas";"00003";"";"20";"Secretaria de Estado de Fazenda";"123400";"FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";0;0;-2,74;2,74
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999922";"Outras Receitas - Primárias - Multas e Juros";"00007";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"226200";"FUNDO EST. FOMENTO AO MICROCRÉDITO PRODUTIVO ORIENTADO PARA EMPREENDEDORES";"501";"Outros Recursos não Vinculados";0;0;-493296;493296
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999922";"Outras Receitas - Primárias - Multas e Juros";"00007";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"226200";"FUNDO EST. FOMENTO AO MICROCRÉDITO PRODUTIVO ORIENTADO PARA EMPREENDEDORES";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;0;-493296;493296
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999922";"Outras Receitas - Primárias - Multas e Juros";"00007";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"226200";"FUNDO EST. FOMENTO AO MICROCRÉDITO PRODUTIVO ORIENTADO PARA EMPREENDEDORES";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";0;0;-493296;493296
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999923";"Outras Receitas - Primárias - Inscritas Até 1";"00003";"";"20";"Secretaria de Estado de Fazenda";"123400";"FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";294804;294804;294804;0
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999923";"Outras Receitas - Primárias - Inscritas Após ";"00003";"";"31";"Secretaria de Estado de Transportes e Mobilidade Urbana";"313300";"DEPT. DE TRANSP. RODOV. DO EST. RJ";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";1395300;1395300;-433831,92;1829131,92
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999923";"Outras Receitas - Primárias - Inscritas Após ";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"501";"Outros Recursos não Vinculados";7593921;3732728,53;-919,03;3733647,56
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999923";"Outras Receitas - Primárias - Inscritas Após ";"00003";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"043400";"AG.REG.SV.PUB.CONC.TRANSP.AQUAV.FER.MET.E ROD";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";723913;723913;53928,29;669984,71
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999923";"Outras Receitas - Primárias - Inscritas Após ";"00003";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"043400";"AG.REG.SV.PUB.CONC.TRANSP.AQUAV.FER.MET.E ROD";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";723913;723913;53928,29;669984,71
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999923";"Outras Receitas - Primárias - Inscritas Após ";"00003";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"043400";"AG.REG.SV.PUB.CONC.TRANSP.AQUAV.FER.MET.E ROD";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";723913;723913;53928,29;669984,71
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999924";"Outras Receitas - Primárias - Dívida Ativa - ";"00007";"";"62";"Secretaria de Estado de Defesa do Consumidor                                    ";"476100";"FUNDO ESPEC.APOIO PROG. PROT/DEF.CONSUMIDOR";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";4084537;4084537;-1326161,43;5410698,43
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999924";"Outras Receitas - Primárias - Dívida Ativa - ";"00003";"";"31";"Secretaria de Estado de Transportes e Mobilidade Urbana";"313300";"DEPT. DE TRANSP. RODOV. DO EST. RJ";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";32868;32868;-65271,54;98139,54
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999924";"Outras Receitas - Primárias - Dívida Ativa - ";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";1127870;744506,56;-103,34;744609,9
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191109";"Multas e Juros Previstos em Contratos";"19110901";"Multas e Juros Previstos em Contratos - Princ";"00004";"";"29";"Secretaria de Estado de Saúde";"294200";"FUNDACAO SAUDE DO ESTADO DO RIO DE JANEIRO";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";0;0;-3200;3200
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191109";"Multas e Juros Previstos em Contratos";"19110901";"Multas e Juros Previstos em Contratos - Princ";"00006";"";"13";"Secretaria de Estado de Agricultura, Pecuária, Pesca e Abastecimento";"137200";"CENTRAIS DE ABASTECIMENTO DO ESTADO DO RJ";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";0;0;-14117,89;14117,89
"12/2024";"3";"Judiciário";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191109";"Multas e Juros Previstos em Contratos";"19110901";"Multas e Juros Previstos em Contratos - Princ";"00007";"";"03";"Tribunal de Justiça";"036100";"FUNDO ESPECIAL DO TRIBUNAL DE JUSTICA";"860";"Recursos Extraorçamentários Vinculados a Precatórios";0;0;-1034527,81;1034527,81
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191109";"Multas e Juros Previstos em Contratos";"19110901";"Multas e Juros Previstos em Contratos - Princ";"00003";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"043500";"AG.REG. DE ENERGIA E SANEAMENTO BASICO DO ERJ";"553";"Transferências de Recursos do FNDE Referentes ao Programa Nacional de Apoio ao T";844852;844852;510329,46;334522,54
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191109";"Multas e Juros Previstos em Contratos";"19110901";"Multas e Juros Previstos em Contratos - Princ";"00007";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"226200";"FUNDO EST. FOMENTO AO MICROCRÉDITO PRODUTIVO ORIENTADO PARA EMPREENDEDORES";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;0;-72344,89;72344,89
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191109";"Multas e Juros Previstos em Contratos";"19110903";"Multas e Juros Previstos em Contratos - Inscr";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";225701;324917,69;0;324917,69
