id_venda,id_cliente,id_vendedor,id_produto,quantidade,valor,data_venda
1306,71,10,34,1,73.54,2024-12-28
1307,233,14,31,1,97.53,2024-03-09
1308,90,7,7,3,765.46,2024-06-21
1309,178,10,27,2,718.02,2024-09-16
1310,183,9,54,1,241.32,2024-02-25
1311,147,5,64,1,124.74,2024-07-15
1312,249,4,65,4,554.74,2024-07-17
1313,73,14,31,2,185.68,2024-04-16
1314,244,2,25,4,1726.65,2024-03-15
1315,158,13,43,3,167.39,2024-10-30
1316,247,15,38,1,43.6,2024-01-18
1317,226,12,19,1,59.47,2024-12-06
1318,23,1,48,1,313.49,2024-10-28
1319,144,1,36,2,81.66,2024-09-10
1320,124,15,26,2,809.73,2024-08-03
1321,168,14,49,5,310.72,2024-04-12
1322,43,13,2,5,331.59,2024-10-31
1323,178,10,34,1,79.23,2024-06-07
1324,211,14,32,2,176.05,2024-04-28
1325,137,6,58,5,691.8,2024-11-15
1326,13,11,30,1,389.91,2024-12-27
1327,163,4,52,1,288.87,2024-08-01
1328,44,7,71,1,250.09,2024-02-12
1329,173,3,67,1,358.74,2024-10-19
1330,200,5,79,3,347.38,2024-01-02
1331,89,14,29,1,415.79,2024-02-15
1332,90,1,28,2,74.91,2024-11-09
1333,128,7,78,4,145.99,2024-05-28
1334,166,3,40,2,294.93,2024-11-06
1335,122,4,46,1,76.85,2024-02-23
1336,208,7,54,1,239.15,2024-09-02
1337,223,7,68,5,408.4,2024-04-20
1338,238,7,58,5,610.37,2024-12-07
1339,168,6,21,4,687.97,2024-03-29
1340,133,10,60,5,763.2,2024-09-20
1341,146,1,25,4,1534.76,2024-02-13
1342,210,7,6,5,554.33,2024-11-04
1343,229,11,78,1,35.94,2024-10-24
1344,71,10,34,2,151.0,2024-11-14
1345,123,8,72,3,1254.34,2024-09-10
1346,76,7,7,5,1217.14,2024-09-29
1347,82,1,3,3,779.46,2024-08-13
1348,200,2,75,5,543.35,2024-10-19
1349,36,2,63,4,967.73,2024-02-17
1350,137,9,71,1,258.32,2024-06-06
1351,110,9,71,3,769.89,2024-01-03
1352,155,12,19,5,302.04,2024-04-02
1353,243,9,54,3,726.79,2024-01-26
1354,60,11,19,5,287.01,2024-03-04
1355,52,2,21,1,167.36,2024-07-19
1356,161,14,42,2,338.02,2024-01-12
1357,170,7,45,2,166.06,2024-03-23
1358,218,4,69,2,123.87,2024-11-20
1359,5,9,2,1,62.08,2024-09-12
1360,51,11,5,3,893.48,2024-07-16
1361,182,11,9,5,396.26,2024-05-02
1362,242,8,37,1,128.23,2024-06-16
1363,227,8,12,3,78.51,2024-12-05
1364,133,10,64,3,398.29,2024-07-13
1365,232,9,7,3,750.75,2024-05-09
1366,161,6,36,4,184.76,2024-10-08
1367,170,9,46,5,363.31,2024-05-17
1368,51,9,72,2,811.22,2024-06-29
1369,141,11,21,4,592.94,2024-04-20
1370,101,7,67,3,925.55,2024-01-16
1371,170,14,61,3,361.6,2024-01-03
1372,143,15,55,5,378.28,2024-12-02
1373,167,14,38,4,166.86,2024-12-19
1374,9,6,10,3,906.86,2024-07-03
1375,9,12,62,3,200.43,2024-03-25
1376,211,12,56,2,194.59,2024-11-04
1377,37,13,58,2,281.0,2024-09-07
1378,161,15,50,1,80.29,2024-01-15
1379,141,2,63,1,242.02,2024-12-12
1380,190,3,46,1,87.52,2024-10-14
1381,141,2,23,2,259.37,2024-11-01
1382,198,5,30,2,766.89,2024-11-13
1383,214,14,25,1,389.51,2024-02-21
1384,145,2,29,2,902.34,2024-04-04
1385,137,15,55,4,313.01,2024-12-07
1386,40,6,54,2,551.11,2024-10-10
1387,174,12,20,3,198.85,2024-05-12
1388,194,11,2,5,311.62,2024-11-16
1389,122,2,75,3,318.29,2024-07-02
1390,57,6,5,4,1283.45,2024-04-05
1391,217,9,53,2,491.43,2024-05-08
1392,25,7,18,1,63.65,2024-08-31
1393,185,6,22,4,1668.73,2024-02-21
1394,8,3,68,1,91.2,2024-12-01
1395,101,8,22,4,1497.72,2024-02-12
1396,62,10,38,5,230.74,2024-02-07
1397,191,7,2,3,178.13,2024-12-30
1398,80,6,17,4,317.39,2024-12-12
1399,100,13,28,3,139.72,2024-09-28
1400,40,15,50,1,83.72,2024-11-28
1401,99,3,32,4,395.67,2024-01-24
1402,174,14,36,2,75.99,2024-05-10
1403,99,3,60,2,298.65,2024-02-02
1404,112,2,30,3,1251.06,2024-02-13
1405,218,9,39,2,587.95,2024-11-10
1406,48,6,21,5,823.62,2024-03-01
1407,165,11,1,4,1158.38,2024-10-26
1408,240,2,25,4,1810.16,2024-06-22
1409,209,13,6,5,588.2,2024-08-06
1410,13,3,65,4,591.93,2024-11-12
1411,166,3,51,5,1005.53,2024-06-13
1412,56,8,56,4,382.56,2024-01-14
1413,202,6,53,3,856.31,2024-10-31
1414,159,12,11,3,239.52,2024-01-29
1415,71,5,11,2,146.47,2024-11-26
1416,191,7,32,5,438.7,2024-11-09
1417,228,1,10,3,794.76,2024-03-28
1418,127,10,51,1,188.3,2024-01-25
1419,3,5,27,3,945.08,2024-12-19
1420,174,8,23,5,553.13,2024-03-15
1421,202,4,57,1,122.54,2024-05-04
1422,141,14,58,2,224.57,2024-06-09
1423,109,2,24,5,225.13,2024-03-17
1424,26,1,58,2,231.37,2024-04-30
1425,165,3,10,4,1176.66,2024-11-22
1426,57,7,1,2,602.63,2024-12-12
1427,175,11,54,2,489.25,2024-11-03
1428,120,1,76,3,154.47,2024-08-07
1429,48,8,21,3,414.46,2024-05-11
1430,184,12,12,4,111.17,2024-08-21
1431,109,2,21,5,852.83,2024-06-13
1432,194,2,63,1,252.1,2024-10-26
1433,142,13,39,3,996.21,2024-07-05
1434,156,7,69,4,236.3,2024-07-18
1435,30,14,59,4,151.94,2024-04-30
1436,115,8,15,5,186.81,2024-03-13
1437,109,14,50,4,275.4,2024-07-24
1438,237,13,70,2,465.21,2024-07-09
1439,202,6,58,5,673.04,2024-05-26
1440,12,14,35,2,222.25,2024-05-27
1441,98,11,39,3,913.13,2024-07-14
1442,39,3,1,3,1082.41,2024-02-26
1443,107,2,39,2,689.09,2024-02-22
1444,134,6,48,5,1879.22,2024-04-16
1445,68,15,42,4,757.51,2024-10-02
1446,176,10,3,2,613.27,2024-10-13
1447,1,13,58,2,269.45,2024-11-04
1448,168,15,11,3,267.83,2024-04-02
1449,244,12,79,5,542.02,2024-11-25
1450,9,3,38,3,131.13,2024-05-15
1451,97,1,19,5,283.99,2024-10-05
1452,44,8,26,3,1073.33,2024-09-22
1453,6,4,4,4,991.1,2024-07-24
1454,14,11,62,3,206.03,2024-09-26
1455,249,10,33,5,320.17,2024-05-25
1456,196,10,41,2,168.35,2024-03-10
1457,44,2,72,3,1444.32,2024-07-01
1458,189,9,69,5,304.94,2024-01-05
1459,20,7,71,3,742.35,2024-05-04
1460,52,2,22,5,2129.45,2024-07-06
1461,91,14,36,4,151.93,2024-11-01
1462,156,5,59,5,190.09,2024-02-15
1463,55,10,32,4,405.06,2024-03-26
1464,13,12,17,1,69.41,2024-08-06
1465,90,8,26,1,354.52,2024-12-19
1466,108,4,31,1,97.2,2024-09-26
1467,40,6,6,3,374.13,2024-01-29
1468,122,4,77,3,637.55,2024-07-09
1469,199,9,8,3,687.3,2024-04-30
1470,154,11,71,1,241.13,2024-05-22
1471,56,12,20,2,132.01,2024-06-24
1472,109,2,26,3,1243.96,2024-02-04
1473,190,11,33,4,231.45,2024-04-01
1474,210,15,24,2,90.93,2024-01-20
1475,171,2,29,3,1333.97,2024-04-16
1476,198,12,40,2,241.99,2024-07-18
1477,199,4,8,1,233.59,2024-08-28
1478,204,10,80,1,143.36,2024-08-07
1479,170,12,64,5,602.32,2024-11-18
1480,235,5,72,5,2016.88,2024-03-31
1481,28,12,76,2,99.74,2024-02-17
1482,103,7,3,2,524.56,2024-11-14
1483,50,8,58,1,117.05,2024-03-10
1484,73,2,2,2,136.15,2024-11-29
1485,236,3,35,1,127.8,2024-09-25
1486,185,15,32,4,410.85,2024-05-05
1487,126,3,31,1,116.5,2024-02-21
1488,203,11,9,2,156.04,2024-10-10
1489,219,14,31,2,198.75,2024-05-05
1490,95,13,69,3,205.78,2024-06-28
1491,229,12,16,5,267.1,2024-02-03
1492,137,6,67,3,1049.38,2024-09-10
1493,48,6,60,1,145.09,2024-11-21
1494,87,3,80,1,141.35,2024-04-01
1495,221,7,3,1,273.81,2024-06-11
1496,82,7,24,5,201.42,2024-03-30
1497,163,1,31,4,385.37,2024-07-14
1498,150,7,55,5,316.27,2024-03-26
1499,64,10,33,5,312.89,2024-02-03
1500,211,11,7,5,1255.05,2024-11-14
1501,158,13,71,2,562.69,2024-07-12
1502,173,7,7,3,733.3,2024-04-13
1503,241,13,8,2,504.31,2024-08-29
1504,168,6,69,3,211.83,2024-09-16
1505,199,7,37,2,246.07,2024-10-14
1506,172,3,71,3,848.29,2024-08-18
1507,53,5,11,5,399.14,2024-03-24
1508,163,13,67,5,1910.26,2024-11-07
1509,226,5,62,1,65.78,2024-08-06
1510,224,13,37,3,421.24,2024-11-03
1511,121,2,22,3,1277.28,2024-10-08
1512,52,9,67,5,1558.4,2024-03-10
1513,131,9,28,3,123.91,2024-11-08
1514,103,11,67,4,1258.05,2024-10-28
1515,157,9,53,1,249.78,2024-02-24
1516,180,8,3,4,1088.9,2024-02-13
1517,67,14,11,1,73.39,2024-04-20
1518,209,13,48,4,1516.9,2024-08-02
1519,187,7,71,3,717.64,2024-09-15
1520,242,7,4,4,971.16,2024-05-29
1521,145,5,24,2,78.1,2024-04-16
1522,189,6,43,1,55.93,2024-05-22
1523,5,6,53,4,1200.95,2024-10-22
1524,125,13,2,2,143.36,2024-05-15
1525,189,15,73,5,497.09,2024-06-18
1526,158,13,17,3,228.83,2024-12-15
1527,62,14,65,4,542.02,2024-07-11
1528,213,14,33,4,229.06,2024-05-07
1529,166,9,8,4,931.19,2024-01-27
1530,99,11,57,3,374.41,2024-02-13
1531,198,1,5,4,1163.95,2024-07-12
1532,239,10,27,1,375.12,2024-11-25
1533,162,15,65,4,599.33,2024-07-11
1534,105,13,52,2,651.39,2024-04-09
1535,109,12,20,3,184.71,2024-10-31
1536,104,5,66,4,260.69,2024-05-05
1537,27,4,5,2,563.04,2024-08-13
1538,108,11,2,4,250.72,2024-03-04
1539,137,15,60,4,613.83,2024-03-29
1540,106,11,50,2,149.69,2024-08-15
1541,81,9,66,5,330.77,2024-10-10
1542,126,15,34,4,321.75,2024-07-10
1543,69,10,37,5,738.45,2024-03-11
1544,62,10,60,3,460.02,2024-01-15
1545,122,13,52,5,1700.72,2024-01-13
1546,224,5,59,4,151.46,2024-02-11
1547,153,5,17,3,199.66,2024-06-11
1548,105,13,27,1,370.1,2024-01-30
1549,37,13,9,1,94.3,2024-07-09
1550,92,7,20,2,129.9,2024-05-14
1551,161,6,55,3,219.87,2024-04-02
1552,80,15,56,1,115.9,2024-12-09
1553,37,13,1,5,1766.98,2024-02-05
1554,189,1,10,5,1338.53,2024-12-06
1555,20,6,69,5,347.39,2024-07-23
1556,81,14,12,5,128.14,2024-06-11
1557,56,9,58,3,348.47,2024-02-09
1558,187,5,56,4,414.76,2024-09-18
1559,196,11,66,4,258.7,2024-05-23
1560,119,12,53,4,1025.58,2024-07-15
1561,227,9,69,1,61.45,2024-12-30
1562,87,3,76,3,166.59,2024-11-24
1563,226,10,38,2,86.86,2024-04-02
1564,169,10,44,1,74.96,2024-09-03
1565,62,11,55,2,136.2,2024-02-04
1566,15,5,17,1,69.63,2024-07-11
1567,79,1,53,2,489.7,2024-10-29
1568,24,14,68,3,229.76,2024-08-21
1569,222,5,15,1,36.19,2024-11-06
1570,73,5,78,2,75.14,2024-04-25
1571,121,13,11,5,461.4,2024-12-15
1572,194,12,53,3,788.43,2024-09-11
1573,78,8,23,2,225.75,2024-02-09
1574,173,9,5,3,869.91,2024-04-10
1575,231,5,54,3,719.26,2024-02-10
1576,162,6,16,4,248.82,2024-06-16
1577,207,6,74,5,1055.31,2024-12-12
1578,235,13,58,4,530.47,2024-09-22
1579,228,14,15,4,148.85,2024-11-13
1580,39,3,13,5,196.18,2024-09-29
1581,24,13,2,1,72.85,2024-09-29
1582,222,2,29,2,929.91,2024-03-29
1583,235,5,79,5,585.02,2024-10-21
1584,191,8,7,5,1262.29,2024-02-22
1585,87,3,37,3,416.08,2024-02-14
1586,186,5,17,2,133.04,2024-11-24
1587,40,6,42,2,368.17,2024-01-31
1588,4,13,58,1,137.22,2024-02-21
1589,189,15,73,3,313.55,2024-06-09
1590,189,6,10,3,923.44,2024-06-04
1591,190,2,77,5,1144.31,2024-07-27
1592,154,10,35,1,124.4,2024-12-16
1593,235,2,14,1,144.45,2024-02-23
1594,168,15,49,5,335.66,2024-01-31
1595,216,15,68,2,176.01,2024-05-08
1596,32,3,35,4,518.04,2024-03-05
1597,190,3,46,4,333.28,2024-07-14
1598,159,14,51,2,320.51,2024-04-09
1599,70,11,3,1,256.75,2024-10-18
1600,36,4,46,4,288.58,2024-03-08
1601,161,9,7,2,475.83,2024-01-24
1602,170,11,9,5,391.81,2024-09-09
1603,33,12,17,5,345.77,2024-03-03
1604,13,3,36,1,44.71,2024-09-19
1605,165,15,35,5,620.9,2024-07-13
1606,74,1,6,2,207.8,2024-08-02
1607,158,13,34,4,321.39,2024-07-23
1608,156,12,6,5,506.78,2024-02-12
1609,129,11,75,5,460.66,2024-07-19
1610,67,12,14,4,497.87,2024-06-30
1611,207,7,57,5,641.45,2024-09-17
1612,168,15,38,1,44.36,2024-12-03
1613,107,1,18,5,298.07,2024-02-15
1614,223,2,70,1,232.21,2024-09-03
1615,151,14,60,1,131.74,2024-11-11
1616,55,1,7,3,711.92,2024-05-11
1617,134,14,46,2,150.74,2024-10-18
1618,79,5,79,1,110.05,2024-10-15
1619,13,12,30,3,1115.53,2024-10-14
1620,151,4,3,4,1077.02,2024-11-23
1621,210,1,8,2,456.52,2024-07-20
1622,3,8,33,5,286.28,2024-07-25
1623,161,14,55,3,193.82,2024-12-04
1624,36,3,73,2,213.33,2024-03-22
1625,232,9,58,1,120.36,2024-02-26
1626,56,9,45,2,150.97,2024-09-18
1627,88,9,10,4,1019.3,2024-07-28
1628,127,11,69,4,234.72,2024-10-09
1629,123,4,36,5,194.3,2024-10-21
1630,86,8,28,3,119.78,2024-02-11
1631,83,8,43,5,237.21,2024-09-14
1632,160,12,62,4,282.48,2024-02-14
1633,17,11,38,5,196.43,2024-03-21
1634,114,7,4,1,250.04,2024-11-12
1635,109,8,28,3,119.51,2024-07-01
1636,185,13,56,3,356.48,2024-11-09
1637,113,7,52,2,618.84,2024-01-05
1638,145,15,45,5,469.36,2024-02-01
1639,29,14,37,1,120.54,2024-06-16
1640,200,10,42,2,371.54,2024-05-23
1641,105,13,69,2,137.74,2024-07-29
1642,13,9,57,3,382.7,2024-12-21
1643,245,1,71,5,1307.75,2024-05-20
1644,204,1,10,5,1212.89,2024-06-19
1645,57,14,38,3,122.73,2024-09-26
1646,103,7,63,1,222.71,2024-06-16
1647,70,5,11,3,225.23,2024-03-19
1648,189,15,42,4,782.19,2024-03-11
1649,35,8,39,2,585.53,2024-12-22
1650,204,14,33,1,56.36,2024-03-19
1651,136,12,45,4,314.68,2024-11-16
1652,162,15,22,1,443.78,2024-07-01
1653,124,6,1,4,1374.52,2024-06-12
1654,36,9,6,4,412.2,2024-05-13
1655,242,4,51,4,682.11,2024-05-16
1656,192,5,56,5,502.85,2024-01-12
1657,124,14,11,5,392.79,2024-02-21
1658,150,10,50,1,79.56,2024-12-12
1659,71,12,20,5,325.9,2024-06-22
1660,173,4,9,5,399.85,2024-09-23
1661,138,13,71,3,875.82,2024-08-31
1662,113,5,41,4,288.58,2024-10-25
1663,34,15,44,5,372.82,2024-12-28
1664,164,4,29,4,1590.83,2024-12-02
1665,27,8,72,5,1930.93,2024-03-13
1666,1,12,35,5,564.96,2024-01-28
1667,104,8,31,3,303.15,2024-06-26
1668,93,4,53,1,264.54,2024-12-05
1669,29,1,43,3,139.99,2024-04-27
1670,142,13,3,3,949.42,2024-09-04
1671,99,3,68,3,270.61,2024-02-23
1672,88,4,71,4,980.08,2024-07-20
1673,85,9,48,4,1240.48,2024-12-06
1674,80,6,45,3,274.37,2024-12-11
1675,150,12,45,4,324.25,2024-06-03
1676,125,14,68,1,80.44,2024-07-25
1677,40,1,68,3,240.7,2024-03-01
1678,95,13,71,3,856.95,2024-06-02
1679,120,1,48,5,1675.6,2024-08-15
1680,184,11,54,5,1193.35,2024-12-21
1681,250,4,58,3,359.45,2024-10-19
1682,133,6,64,3,411.77,2024-07-25
1683,32,1,7,5,1273.29,2024-02-21
1684,20,1,69,1,60.96,2024-01-21
1685,37,13,59,5,224.79,2024-05-18
1686,178,10,36,5,223.15,2024-12-14
1687,52,2,63,5,1266.09,2024-05-01
1688,141,11,75,4,372.82,2024-12-12
1689,91,4,55,4,274.63,2024-07-07
1690,162,15,77,4,910.41,2024-01-30
1691,33,8,80,2,239.97,2024-02-13
1692,60,4,14,2,256.1,2024-02-08
1693,49,5,56,3,288.44,2024-11-21
1694,250,5,56,4,411.89,2024-04-25
1695,189,6,3,3,933.21,2024-01-12
1696,181,4,2,1,62.87,2024-12-10
1697,59,12,56,3,300.25,2024-03-19
1698,212,7,6,3,309.12,2024-12-08
1699,61,7,61,5,628.01,2024-12-28
1700,37,13,67,4,1446.68,2024-10-25
1701,49,2,26,2,789.55,2024-11-16
1702,43,11,6,4,407.95,2024-02-25
1703,200,10,35,3,387.99,2024-06-05
1704,195,7,58,3,356.48,2024-05-19
1705,235,7,7,2,487.12,2024-06-11
1706,74,5,15,5,179.28,2024-12-18
1707,171,9,44,1,64.51,2024-08-18
1708,131,4,44,2,126.95,2024-10-09
1709,166,14,13,5,170.52,2024-08-07
1710,78,9,69,3,186.55,2024-02-11
1711,98,5,22,1,388.38,2024-05-13
1712,134,11,8,3,658.45,2024-01-31
1713,111,15,73,2,214.13,2024-01-06
1714,1,4,48,3,954.75,2024-09-04
1715,188,1,52,4,1178.39,2024-10-05
1716,199,4,5,5,1429.44,2024-09-04
1717,168,7,3,4,1045.84,2024-02-18
1718,38,8,80,5,635.27,2024-07-21
1719,13,9,14,5,626.18,2024-10-21
1720,12,4,6,4,440.41,2024-12-01
1721,66,6,60,3,425.93,2024-11-09
1722,122,2,30,5,2189.99,2024-07-17
1723,204,13,5,5,1701.49,2024-09-06
1724,4,11,5,3,895.99,2024-02-28
1725,247,12,78,1,34.71,2024-02-05
1726,222,12,64,1,117.12,2024-10-05
1727,132,3,60,3,428.86,2024-06-19
1728,134,15,51,2,397.61,2024-06-23
1729,6,3,34,4,309.61,2024-01-13
1730,182,9,45,3,237.67,2024-03-13
1731,216,14,30,2,768.54,2024-07-07
1732,60,9,39,2,602.54,2024-11-14
1733,22,11,45,4,308.19,2024-06-16
1734,22,14,46,3,222.0,2024-04-21
1735,185,13,6,1,120.0,2024-02-15
1736,63,3,46,3,258.82,2024-11-21
1737,193,10,38,3,141.33,2024-11-04
1738,26,8,75,1,97.07,2024-12-24
1739,50,1,52,5,1475.42,2024-01-30
1740,48,15,51,1,190.08,2024-07-19
1741,139,5,72,5,1960.08,2024-05-02
1742,99,8,24,5,198.62,2024-07-25
1743,119,8,56,1,94.6,2024-05-23
1744,80,4,71,5,1286.3,2024-08-20
1745,163,11,30,1,379.27,2024-08-29
1746,121,13,9,5,471.27,2024-08-19
1747,128,6,34,3,221.72,2024-01-01
1748,139,5,62,1,68.06,2024-12-24
1749,113,14,28,1,39.55,2024-06-25
1750,6,7,38,2,79.35,2024-08-20
1751,150,10,47,5,547.35,2024-06-02
1752,68,13,2,4,290.29,2024-10-21
1753,101,8,74,3,549.83,2024-06-28
1754,88,7,57,5,660.58,2024-03-18
1755,166,3,68,3,266.98,2024-12-14
1756,195,1,1,5,1502.07,2024-12-16
1757,136,7,54,1,247.12,2024-07-13
1758,152,12,24,4,152.74,2024-09-22
1759,201,3,32,5,518.3,2024-08-14
1760,202,15,50,4,314.55,2024-11-30
1761,146,4,52,2,585.68,2024-09-11
1762,151,8,74,1,190.39,2024-02-13
1763,243,1,8,3,648.76,2024-10-10
1764,47,10,5,4,1337.26,2024-11-30
1765,124,15,37,2,276.26,2024-03-14
1766,158,4,8,3,659.32,2024-01-12
1767,18,13,49,5,366.85,2024-05-12
1768,59,12,1,4,1214.21,2024-12-01
1769,132,3,51,3,596.28,2024-11-02
1770,24,5,40,2,251.8,2024-01-25
1771,202,1,9,3,239.66,2024-10-11
1772,247,6,44,2,146.73,2024-10-23
1773,193,11,67,1,309.01,2024-07-04
1774,232,6,1,3,1009.51,2024-08-15
1775,195,7,17,3,204.75,2024-01-16
1776,143,8,55,5,327.93,2024-08-16
1777,102,9,6,1,103.54,2024-10-29
1778,45,3,62,1,80.72,2024-02-17
1779,232,10,51,4,806.17,2024-10-30
1780,76,13,54,5,1377.21,2024-09-04
1781,133,3,33,3,198.35,2024-06-07
1782,133,10,34,4,320.2,2024-10-22
1783,80,7,52,1,288.64,2024-04-03
1784,143,9,54,1,227.45,2024-02-10
1785,11,12,59,3,112.13,2024-02-10
1786,38,3,1,1,352.92,2024-09-07
1787,137,6,9,5,457.85,2024-03-11
1788,222,11,8,3,667.81,2024-03-08
1789,120,14,31,1,96.08,2024-07-26
1790,175,11,9,3,231.05,2024-01-27
1791,223,4,8,4,901.99,2024-06-23
1792,189,5,17,2,132.06,2024-07-09
1793,244,9,8,5,1091.71,2024-09-30
1794,165,12,12,1,27.66,2024-06-20
1795,153,8,25,4,1510.83,2024-05-17
1796,170,12,61,1,121.69,2024-08-23
1797,25,1,4,5,1206.77,2024-11-07
1798,250,14,35,1,110.36,2024-06-28
1799,22,2,80,2,283.87,2024-06-29
1800,218,3,60,1,152.65,2024-10-21
1801,218,11,54,5,1175.59,2024-03-23
1802,88,10,50,3,254.94,2024-02-09
1803,216,7,69,4,230.04,2024-11-03
1804,232,3,43,4,211.21,2024-02-26
1805,235,13,58,4,557.26,2024-10-25
1806,41,7,45,5,378.93,2024-10-06
1807,178,4,10,5,1333.79,2024-08-28
1808,116,12,76,4,207.19,2024-08-24
1809,44,8,34,3,194.3,2024-06-05
1810,162,4,39,5,1538.04,2024-09-22
1811,43,8,49,3,182.12,2024-06-21
1812,143,15,68,1,94.15,2024-11-10
1813,134,15,73,1,104.28,2024-03-05
1814,121,5,49,1,61.62,2024-01-26
1815,196,10,50,4,320.72,2024-07-31
1816,36,3,35,2,247.52,2024-10-31
1817,57,3,38,1,46.14,2024-02-13
1818,246,12,76,1,52.83,2024-12-13
1819,134,6,4,4,1082.52,2024-04-03
1820,80,7,34,4,279.62,2024-06-17
1821,147,7,2,1,61.18,2024-09-24
1822,33,5,29,2,830.43,2024-11-08
1823,189,9,10,2,492.96,2024-10-02
1824,63,11,42,5,832.11,2024-07-31
1825,247,15,11,3,259.12,2024-10-31
1826,203,1,52,2,607.36,2024-08-26
1827,200,12,40,1,120.35,2024-04-13
1828,6,3,32,4,395.78,2024-08-20
1829,18,7,40,3,364.95,2024-09-14
1830,64,8,42,3,491.34,2024-01-27
1831,236,12,76,2,97.67,2024-11-13
1832,154,8,22,4,1478.66,2024-07-05
1833,243,13,69,2,135.34,2024-04-28
1834,148,11,1,3,884.31,2024-04-18
1835,200,12,24,3,115.83,2024-08-28
1836,178,9,53,2,491.46,2024-09-18
1837,64,2,75,2,210.75,2024-05-07
1838,230,11,27,1,307.8,2024-04-27
1839,80,7,6,2,208.46,2024-08-31
1840,162,15,60,2,282.35,2024-04-27
1841,48,6,5,2,687.4,2024-06-16
1842,125,2,47,3,315.75,2024-09-12
1843,206,1,9,1,77.84,2024-03-18
1844,143,15,51,3,555.24,2024-10-30
1845,249,10,33,2,126.06,2024-09-18
1846,241,13,57,1,148.92,2024-05-07
1847,188,14,45,1,77.92,2024-04-24
1848,177,12,19,1,59.89,2024-08-28
1849,223,2,41,3,242.03,2024-03-03
1850,111,15,23,5,631.17,2024-03-08
1851,105,5,49,1,62.34,2024-03-09
1852,219,14,73,3,278.77,2024-08-09
1853,81,4,1,4,1193.05,2024-02-07
1854,80,6,69,5,350.56,2024-09-13
1855,201,13,53,1,284.27,2024-12-17
1856,178,4,4,5,1159.36,2024-10-30
1857,28,1,10,4,1044.6,2024-01-26
1858,56,12,59,5,190.41,2024-10-12
1859,72,2,70,1,220.26,2024-05-04
1860,134,9,57,4,524.23,2024-06-29
1861,145,2,77,1,250.2,2024-11-17
1862,170,1,43,4,192.21,2024-10-01
1863,216,13,2,1,69.28,2024-03-20
1864,125,12,11,5,370.26,2024-12-08
1865,75,14,37,4,488.45,2024-08-03
1866,5,5,18,1,65.48,2024-04-23
1867,197,1,53,5,1293.2,2024-10-26
1868,146,11,71,3,737.88,2024-05-25
1869,133,10,33,3,190.38,2024-05-14
1870,133,10,68,4,362.57,2024-02-05
1871,144,14,65,1,126.77,2024-06-04
1872,162,6,47,4,415.99,2024-06-04
1873,238,4,65,1,137.77,2024-12-01
1874,54,8,25,1,386.57,2024-03-09
1875,162,6,7,2,582.64,2024-12-26
1876,124,8,3,2,518.27,2024-09-10
1877,143,12,64,2,249.99,2024-02-25
1878,247,6,2,1,66.95,2024-12-06
1879,36,1,38,3,117.09,2024-12-02
1880,88,1,2,5,316.75,2024-01-19
1881,145,11,58,2,236.22,2024-09-10
1882,162,7,57,5,640.56,2024-06-07
1883,25,7,1,2,618.29,2024-05-24
1884,135,4,2,1,57.53,2024-02-10
1885,58,5,66,3,193.06,2024-04-25
1886,126,1,36,1,39.3,2024-10-17
1887,106,10,42,4,791.58,2024-03-19
1888,159,9,7,3,710.34,2024-11-06
1889,90,13,53,3,881.14,2024-01-29
1890,43,1,2,2,117.41,2024-05-26
1891,96,1,53,4,1043.93,2024-02-22
1892,208,3,32,3,290.83,2024-09-21
1893,162,14,68,1,77.93,2024-07-30
1894,111,7,58,1,121.41,2024-04-21
1895,176,10,42,4,782.34,2024-01-18
1896,239,10,33,3,185.62,2024-07-19
1897,178,10,37,3,425.29,2024-01-08
1898,61,3,20,3,219.53,2024-07-20
1899,186,4,53,2,502.25,2024-06-02
1900,48,6,15,5,204.76,2024-03-19
1901,174,7,67,1,330.05,2024-03-03
1902,172,10,31,4,429.86,2024-05-15
1903,239,8,12,5,134.36,2024-03-04
1904,27,14,79,2,230.79,2024-07-12
1905,174,11,10,4,1011.57,2024-10-09
1906,199,11,3,1,262.4,2024-02-10
1907,24,5,13,5,168.54,2024-10-14
1908,27,11,43,1,47.76,2024-04-28
1909,14,3,31,3,330.01,2024-01-20
1910,93,9,67,3,978.0,2024-07-16
1911,26,8,77,4,831.56,2024-02-05
1912,51,1,45,4,309.22,2024-08-30
1913,40,3,65,5,742.97,2024-01-28
1914,186,8,28,2,81.6,2024-08-18
1915,67,5,75,5,488.33,2024-09-25
1916,1,8,30,2,756.25,2024-12-28
1917,101,4,79,3,324.38,2024-11-18
1918,247,7,1,4,1142.75,2024-03-26
1919,195,7,45,2,165.19,2024-12-25
1920,143,11,54,4,931.01,2024-12-16
1921,10,14,73,5,442.9,2024-06-19
1922,105,5,22,3,1084.79,2024-01-20
1923,239,7,2,3,180.04,2024-09-23
1924,119,7,58,4,482.14,2024-11-21
1925,152,10,42,5,923.35,2024-01-07
1926,168,15,4,1,291.22,2024-08-21
1927,53,13,8,4,1014.4,2024-06-07
1928,62,10,5,4,1335.68,2024-02-26
1929,114,15,55,1,78.9,2024-05-22
1930,26,10,44,1,79.77,2024-07-01
1931,109,6,8,2,503.07,2024-12-04
1932,78,9,53,3,746.71,2024-03-23
1933,146,4,62,1,69.63,2024-04-29
1934,34,6,8,3,784.37,2024-10-26
1935,200,10,50,2,168.46,2024-02-27
1936,158,12,56,2,191.08,2024-08-20
